Nr,TID,PID,x,y,t.sec,I.val,Len.m,D2S.m,D2R.m,D2P.m,q¡.deg,s¡.deg,Current1,Current2
304,5,60,519.68,104.721,0,309,617.001,164.567,NA,16.558,161.565,-12.724,-200,-200
305,5,61,507.899,109.957,0,451,629.894,151.801,NA,12.892,156.038,-5.528,-200,-200
306,6,1,692.47,293.22,0,361,0,0,NA,NA,NA,NA,0,0
307,6,2,697.706,294.529,0,294,5.397,5.397,NA,5.397,14.036,NA,0,0
308,6,3,706.87,290.602,0,502,15.366,14.635,NA,9.969,-23.199,-37.235,0,0
309,6,4,708.179,290.602,0,343,16.675,15.925,NA,1.309,0,23.199,0,0
310,6,5,717.342,287.984,0,463,26.205,25.417,NA,9.53,-15.945,-15.945,0,0
311,6,6,719.96,284.057,0,456,30.925,28.976,NA,4.72,-56.31,-40.365,0,0
312,6,7,727.814,286.675,0,465,39.204,35.944,NA,8.279,18.435,74.745,0,0
313,6,8,734.359,287.984,0,401,45.879,42.215,NA,6.675,11.31,-7.125,0,0
314,6,9,743.522,282.748,0,517,56.432,52.115,NA,10.554,-29.745,-41.055,0,0
315,6,10,748.758,281.439,0,555,61.829,57.507,NA,5.397,-14.036,15.709,0,0
316,6,11,753.994,278.821,0,446,67.684,63.186,NA,5.854,-26.565,-12.529,0,0
317,6,12,761.848,282.748,0,373,76.465,70.164,NA,8.781,26.565,53.13,0,0
318,6,13,767.084,276.203,0,527,84.847,76.53,NA,8.382,-51.34,-77.905,200,0
319,6,14,773.63,274.894,0,402,91.521,83.202,NA,6.675,-11.31,40.03,200,0
320,6,15,778.866,270.967,0,362,98.066,89.215,NA,6.545,-36.87,-25.56,200,0
321,6,16,786.72,265.731,0,446,107.506,98.176,NA,9.439,-33.69,3.18,200,0
322,6,17,794.574,270.967,0,280,116.945,104.5,NA,9.439,33.69,67.38,200,0
323,6,18,805.046,274.894,0,391,128.13,114.057,NA,11.184,20.556,-13.134,200,0
324,6,19,815.518,277.512,0,391,138.924,124.046,NA,10.794,14.036,-6.52,200,0
325,6,20,822.063,281.439,0,388,146.557,130.127,NA,7.633,30.964,16.928,200,0
326,6,21,829.917,281.439,0,300,154.411,137.951,NA,7.854,0,-30.964,200,0
327,6,22,840.389,282.748,0,419,164.965,148.289,NA,10.554,7.125,7.125,200,0
328,6,23,849.553,286.675,0,355,174.934,157.218,NA,9.969,23.199,16.074,200,0
329,6,24,862.643,285.366,0,560,188.089,170.353,NA,13.155,-5.711,-28.909,200,0
330,6,25,869.188,291.911,0,323,197.345,176.722,NA,9.256,45,50.711,200,200
331,6,26,879.66,291.911,0,387,207.817,187.194,NA,10.472,0,-45,200,200
332,6,27,891.441,289.293,0,474,219.886,199.009,NA,12.069,-12.529,-12.529,200,200
333,6,28,899.295,287.984,0,380,227.848,206.891,NA,7.962,-9.462,3.066,200,200
334,6,29,908.458,286.675,0,390,237.105,216.087,NA,9.256,-8.13,1.332,200,200
335,6,30,920.24,285.366,0,579,248.958,227.904,NA,11.854,-6.34,1.79,200,200
336,6,31,928.094,278.821,0,455,259.182,236.063,NA,10.224,-39.806,-33.465,200,200
337,6,32,941.184,277.512,0,681,272.337,249.209,NA,13.155,-5.711,34.095,200,200
338,6,33,954.274,278.821,0,1277,285.493,262.199,NA,13.155,5.711,11.421,200,200
339,6,34,958.201,281.439,0,530,290.213,265.992,NA,4.72,33.69,27.979,200,200
340,6,35,968.673,285.366,0,340,301.397,276.314,NA,11.184,20.556,-13.134,200,200
341,6,36,981.763,284.057,0,534,314.552,289.438,NA,13.155,-5.711,-26.267,200,200
342,6,37,990.926,286.675,0,595,324.082,298.528,NA,9.53,15.945,21.656,200,0
343,6,38,1000.09,284.057,0,594,333.612,307.756,NA,9.53,-15.945,-31.891,-200,0
344,6,39,1013.18,282.748,0,871,346.767,320.88,NA,13.155,-5.711,10.235,-200,0
345,6,40,1017.107,277.512,0,976,353.313,325.016,NA,6.545,-53.13,-47.42,-200,0
346,6,41,1011.871,277.512,0,586,358.549,319.786,NA,5.236,180,-126.87,-200,0
347,6,42,1005.326,277.512,0,637,365.094,313.249,NA,6.545,180,0,-200,0
348,6,43,993.545,273.585,0,1007,377.512,301.714,NA,12.418,-161.565,18.435,-200,0
349,6,44,988.308,273.585,0,875,382.748,296.489,NA,5.236,180,-18.435,-200,0
350,6,45,977.836,278.821,0,624,394.456,285.729,NA,11.708,153.435,-26.565,-200,0
351,6,46,968.673,280.13,0,589,403.713,276.513,NA,9.256,171.87,18.435,-200,0
352,6,47,962.128,281.439,0,752,410.387,269.915,NA,6.675,168.69,-3.18,-200,0
353,6,48,951.656,284.057,0,401,421.182,259.347,NA,10.794,165.964,-2.726,-200,0
354,6,49,941.184,280.13,0,521,432.366,249.058,NA,11.184,-159.444,34.592,-200,-200
355,6,50,929.403,281.439,0,564,444.22,237.225,NA,11.854,173.66,-26.896,-200,-200
356,6,51,918.931,278.821,0,725,455.014,226.917,NA,10.794,-165.964,20.376,-200,-200
357,6,52,907.149,278.821,0,891,466.795,215.161,NA,11.781,180,-14.036,-200,-200
358,6,53,900.604,277.512,0,401,473.47,208.726,NA,6.675,-168.69,11.31,-200,-200
359,6,54,890.132,273.585,0,743,484.654,198.635,NA,11.184,-159.444,9.246,-200,-200
360,6,55,884.896,272.276,0,1158,490.051,193.562,NA,5.397,-165.964,-6.52,-200,-200
361,6,56,871.806,270.967,0,716,503.207,180.711,NA,13.155,-174.289,-8.326,-200,-200
362,6,57,858.716,272.276,0,584,516.362,167.559,NA,13.155,174.289,-11.421,-200,-200
363,6,58,845.626,277.512,0,643,530.461,153.959,NA,14.099,158.199,-16.091,-200,-200
364,6,59,836.462,284.057,0,426,541.721,144.283,NA,11.261,144.462,-13.736,-200,-200
365,6,60,828.608,282.748,0,616,549.684,136.54,NA,7.962,-170.538,45,-200,-200
366,6,61,814.209,282.748,0,646,564.083,122.188,NA,14.399,180,-9.462,-200,-200
367,7,1,549.787,507.899,0,504,0,0,NA,NA,NA,NA,0,0
368,7,2,552.406,506.59,0,563,2.927,2.927,NA,2.927,-26.565,NA,0,0
369,7,3,549.787,502.663,0,708,7.647,5.236,NA,4.72,-123.69,-97.125,0,0
370,7,4,556.333,506.59,0,794,15.28,6.675,NA,7.633,30.964,154.654,0,0
371,7,5,556.333,507.899,0,639,16.589,6.545,NA,1.309,90,59.036,0,0
372,7,6,553.715,511.826,0,427,21.308,5.554,NA,4.72,123.69,33.69,0,0
373,7,7,551.096,510.517,0,541,24.235,2.927,NA,2.927,-153.435,82.875,0,0
374,7,8,548.478,514.444,0,444,28.955,6.675,NA,4.72,123.69,-82.875,0,0
375,7,9,556.333,517.062,0,483,37.234,11.261,NA,8.279,18.435,-105.255,0,0
376,7,10,555.024,510.517,0,478,43.909,5.854,NA,6.675,-101.31,-119.745,0,0
377,7,11,553.715,507.899,0,646,46.836,3.927,NA,2.927,-116.565,-15.255,0,0
378,7,12,553.715,514.444,0,491,53.381,7.633,NA,6.545,90,-153.435,0,0
379,7,13,555.024,518.371,0,708,57.52,11.708,NA,4.139,71.565,-18.435,200,0
380,7,14,556.333,513.135,0,429,62.918,8.382,NA,5.397,-75.964,-147.529,200,0
381,7,15,561.569,519.68,0,732,71.299,16.661,NA,8.382,51.34,127.304,200,0
382,7,16,564.187,524.916,0,415,77.154,22.292,NA,5.854,63.435,12.095,200,0
383,7,17,570.732,522.298,0,356,84.203,25.417,NA,7.049,-21.801,-85.236,200,0
384,7,18,578.586,518.371,0,298,92.984,30.643,NA,8.781,-26.565,-4.764,200,0
385,7,19,585.131,519.68,0,382,99.659,37.255,NA,6.675,11.31,37.875,200,0
386,7,20,591.676,517.062,0,301,106.708,42.879,NA,7.049,-21.801,-33.111,200,0
387,7,21,598.221,515.753,0,410,113.383,49.066,NA,6.675,-11.31,10.491,200,0
388,7,22,608.693,514.444,0,377,123.936,59.268,NA,10.554,-7.125,4.185,200,0
389,7,23,615.238,513.135,0,492,130.611,65.66,NA,6.675,-11.31,-4.185,200,0
390,7,24,623.092,511.826,0,303,138.573,73.41,NA,7.962,-9.462,1.848,200,0
391,7,25,633.565,511.826,0,338,149.046,83.869,NA,10.472,0,9.462,200,200
392,7,26,644.037,509.208,0,342,159.84,94.258,NA,10.794,-14.036,-14.036,200,200
393,7,27,650.582,510.517,0,329,166.515,100.828,NA,6.675,11.31,25.346,200,200
394,7,28,662.363,507.899,0,501,178.583,112.576,NA,12.069,-12.529,-23.839,200,200
395,7,29,671.526,503.972,0,958,188.552,121.802,NA,9.969,-23.199,-10.67,200,200
396,7,30,679.38,506.59,0,660,196.831,129.599,NA,8.279,18.435,41.634,200,200
397,7,31,683.307,507.899,0,1214,200.971,133.52,NA,4.139,18.435,0,200,200
398,7,32,697.706,509.208,0,486,215.429,147.925,NA,14.459,5.194,-13.241,200,200
399,7,33,704.252,509.208,0,453,221.975,154.47,NA,6.545,0,-5.194,200,200
400,7,34,712.106,507.899,0,501,229.937,162.318,NA,7.962,-9.462,-9.462,200,200
401,7,35,721.269,507.899,0,584,239.1,171.481,NA,9.163,0,9.462,200,200
402,7,36,727.814,510.517,0,513,246.149,178.046,NA,7.049,21.801,21.801,200,200
403,7,37,738.286,513.135,0,559,256.944,188.571,NA,10.794,14.036,-7.765,200,0
404,7,38,744.831,514.444,0,456,263.619,195.153,NA,6.675,11.31,-2.726,-200,0
405,7,39,756.612,513.135,0,391,275.472,206.891,NA,11.854,-6.34,-17.65,-200,0
406,7,40,759.23,513.135,0,588,278.09,209.508,NA,2.618,0,6.34,-200,0
407,7,41,760.539,514.444,0,677,279.941,210.853,NA,1.851,45,45,-200,0
408,7,42,761.848,517.062,0,818,282.869,212.259,NA,2.927,63.435,18.435,-200,0
409,7,43,760.539,518.371,0,696,284.72,211.012,NA,1.851,135,71.565,-200,0
410,7,44,751.376,514.444,0,740,294.689,201.695,NA,9.969,-156.801,68.199,-200,0
411,7,45,746.14,511.826,0,382,300.543,196.392,NA,5.854,-153.435,3.366,-200,0
412,7,46,736.977,509.208,0,476,310.073,187.194,NA,9.53,-164.055,-10.62,-200,0
413,7,47,722.578,507.899,0,885,324.531,172.79,NA,14.459,-174.806,-10.751,-200,0
414,7,48,714.724,509.208,0,424,332.494,164.941,NA,7.962,170.538,-14.657,-200,0
415,7,49,705.561,511.826,0,570,342.024,155.823,NA,9.53,164.055,-6.483,-200,-200
416,7,50,692.47,506.59,0,446,356.122,142.689,NA,14.099,-158.199,37.747,-200,-200
417,7,51,689.852,507.899,0,1952,359.049,140.065,NA,2.927,153.435,-48.366,-200,-200
418,7,52,675.453,509.208,0,1377,373.508,125.673,NA,14.459,174.806,21.371,-200,-200
419,7,53,662.363,506.59,0,1299,386.857,112.583,NA,13.349,-168.69,16.504,-200,-200
420,7,54,649.273,502.663,0,906,400.524,99.623,NA,13.667,-163.301,5.389,-200,-200
421,7,55,632.256,502.663,0,604,417.541,82.634,NA,17.017,180,-16.699,-200,-200
422,7,56,613.929,497.427,0,766,436.601,64.991,NA,19.06,-164.055,15.945,-200,-200
423,7,57,607.384,497.427,0,388,443.146,58.541,NA,6.545,180,-15.945,-200,-200
424,7,58,590.367,494.809,0,542,460.363,42.639,NA,17.217,-171.254,8.746,-200,-200
425,7,59,579.895,496.118,0,443,470.917,32.33,NA,10.554,172.875,-15.871,-200,-200
426,7,60,569.423,500.045,0,439,482.101,21.148,NA,11.184,159.444,-13.431,-200,-200
427,7,61,557.642,496.118,0,477,494.519,14.159,NA,12.418,-161.565,38.991,-200,-200
428,8,1,318.091,231.696,0,319,0,0,NA,NA,NA,NA,0,0
429,8,2,324.636,226.46,0,346,8.382,8.382,NA,8.382,-38.66,NA,0,0
430,8,3,332.491,227.769,0,633,16.344,14.925,NA,7.962,9.462,48.122,0,0
431,8,4,339.036,219.915,0,1095,26.568,24.03,NA,10.224,-50.194,-59.657,0,0
432,8,5,342.963,210.752,0,1737,36.537,32.515,NA,9.969,-66.801,-16.607,0,0
433,8,6,350.817,205.516,0,1062,45.977,41.909,NA,9.439,-33.69,33.111,0,0
434,8,7,361.289,196.353,0,596,59.892,55.814,NA,13.915,-41.186,-7.496,0,0
435,8,8,365.216,192.426,0,595,65.445,61.343,NA,5.554,-45,-3.814,0,0
436,8,9,370.452,185.881,0,746,73.827,69.575,NA,8.382,-51.34,-6.34,0,0
437,8,10,374.379,176.717,0,328,83.796,78.683,NA,9.969,-66.801,-15.461,0,0
438,8,11,378.306,167.554,0,1023,93.766,87.977,NA,9.969,-66.801,0,0,0
439,8,12,387.469,166.245,0,737,103.022,95.379,NA,9.256,-8.13,58.671,0,0
440,8,13,388.778,155.773,0,639,113.575,103.735,NA,10.554,-82.875,-74.745,200,0
441,8,14,388.778,147.919,0,300,121.429,109.614,NA,7.854,-90,-7.125,200,0
442,8,15,395.323,134.829,0,304,136.065,123.887,NA,14.635,-63.435,26.565,200,0
443,8,16,408.414,130.902,0,741,149.731,135.343,NA,13.667,-16.699,46.736,200,0
444,8,17,414.959,124.357,0,635,158.987,144.586,NA,9.256,-45,-28.301,200,0
445,8,18,420.195,121.739,0,702,164.842,150.053,NA,5.854,-26.565,18.435,200,0
446,8,19,428.049,120.43,0,383,172.804,156.432,NA,7.962,-9.462,17.103,200,0
447,8,20,437.212,121.739,0,762,182.06,162.112,NA,9.256,8.13,17.592,200,0
448,8,21,446.375,125.666,0,391,192.029,166.431,NA,9.969,23.199,15.068,200,0
449,8,22,452.92,120.43,0,628,200.411,174.811,NA,8.382,-38.66,-61.858,200,0
450,8,23,462.083,121.739,0,343,209.667,181.175,NA,9.256,8.13,46.79,200,0
451,8,24,469.937,117.812,0,873,218.448,189.808,NA,8.781,-26.565,-34.695,200,0
452,8,25,483.028,120.43,0,330,231.798,198.958,NA,13.349,11.31,37.875,200,200
453,8,26,493.5,120.43,0,349,242.27,207.722,NA,10.472,0,-11.31,200,200
454,8,27,505.281,120.43,0,392,254.051,217.762,NA,11.781,0,0,200,200
455,8,28,513.135,123.048,0,729,262.33,223.263,NA,8.279,18.435,18.435,200,200
456,8,29,517.062,120.43,0,1901,267.05,227.968,NA,4.72,-33.69,-52.125,200,200
457,8,30,532.77,119.121,0,437,282.812,242.405,NA,15.763,-4.764,28.926,200,200
458,8,31,544.551,115.194,0,287,295.231,254.67,NA,12.418,-18.435,-13.671,200,200
459,8,32,555.024,112.576,0,748,306.025,265.192,NA,10.794,-14.036,4.399,200,200
460,8,33,564.187,112.576,0,370,315.188,273.409,NA,9.163,0,14.036,200,200
461,8,34,573.35,111.267,0,811,324.445,282.241,NA,9.256,-8.13,-8.13,200,200
462,8,35,579.895,108.648,0,412,331.494,289.278,NA,7.049,-21.801,-13.671,200,200
463,8,36,587.749,104.721,0,375,340.275,298.057,NA,8.781,-26.565,-4.764,200,200
464,8,37,594.294,103.412,0,856,346.95,304.54,NA,6.675,-11.31,15.255,200,0
465,8,38,607.384,99.485,0,303,360.616,318.072,NA,13.667,-16.699,-5.389,-200,0
466,8,39,612.62,95.558,0,329,367.161,324.47,NA,6.545,-36.87,-20.171,-200,0
467,8,40,616.547,92.94,0,750,371.881,329.134,NA,4.72,-33.69,3.18,-200,0
468,8,41,611.311,96.867,0,346,378.426,322.733,NA,6.545,143.13,176.82,-200,0
469,8,42,603.457,95.558,0,694,386.389,316.176,NA,7.962,-170.538,46.332,-200,0
470,8,43,590.367,94.249,0,350,399.544,305.001,NA,13.155,-174.289,-3.752,-200,0
471,8,44,578.586,100.794,0,778,413.021,291.535,NA,13.477,150.945,-34.765,-200,0
472,8,45,577.277,107.339,0,307,419.696,287.475,NA,6.675,101.31,-49.635,-200,0
473,8,46,566.805,111.267,0,646,430.88,276.336,NA,11.184,159.444,58.134,-200,0
474,8,47,560.26,111.267,0,411,437.425,270.46,NA,6.545,180,20.556,-200,0
475,8,48,555.024,111.267,0,731,442.661,265.782,NA,5.236,180,0,-200,0
476,8,49,544.551,111.267,0,640,453.134,256.491,NA,10.472,180,0,-200,-200
477,8,50,536.697,108.648,0,334,461.413,250.857,NA,8.279,-161.565,18.435,-200,-200
478,8,51,526.225,108.648,0,527,471.885,241.786,NA,10.472,180,-18.435,-200,-200
479,8,52,514.444,111.267,0,353,483.953,230.343,NA,12.069,167.471,-12.529,-200,-200
480,8,53,503.972,115.194,0,346,495.137,219.373,NA,11.184,159.444,-8.027,-200,-200
481,8,54,494.809,117.812,0,1000,504.667,210.235,NA,9.53,164.055,4.611,-200,-200
482,8,55,484.337,121.739,0,782,515.852,199.319,NA,11.184,159.444,-4.611,-200,-200
483,8,56,479.101,121.739,0,582,521.088,194.973,NA,5.236,180,20.556,-200,-200
484,8,57,466.01,125.666,0,772,534.754,181.996,NA,13.667,163.301,-16.699,-200,-200
485,8,58,460.774,132.211,0,347,543.136,173.942,NA,8.382,128.66,-34.641,-200,-200
486,8,59,452.92,136.138,0,305,551.917,165.258,NA,8.781,153.435,24.775,-200,-200
487,8,60,445.066,130.902,0,619,561.357,162.118,NA,9.439,-146.31,60.255,-200,-200
488,8,61,431.976,129.593,0,732,574.512,152.954,NA,13.155,-174.289,-27.979,-200,-200
489,9,1,339.036,543.242,0,333,0,0,NA,NA,NA,NA,0,0
490,9,2,333.8,539.315,0,472,6.545,6.545,NA,6.545,-143.13,NA,0,0
491,9,3,333.8,528.843,0,381,17.017,15.322,NA,10.472,-90,53.13,0,0
492,9,4,329.872,520.989,0,411,25.798,24.066,NA,8.781,-116.565,-26.565,0,0
493,9,5,328.563,517.062,0,341,29.938,28.197,NA,4.139,-108.435,8.13,0,0
494,9,6,323.327,511.826,0,344,37.343,35.125,NA,7.405,-135,-26.565,0,0
495,9,7,320.709,506.59,0,556,43.197,40.979,NA,5.854,-116.565,18.435,0,0
496,9,8,308.928,501.354,0,469,56.089,51.586,NA,12.892,-156.038,-39.472,0,0
497,9,9,308.928,494.809,0,553,62.634,57.029,NA,6.545,-90,66.038,0,0
498,9,10,306.31,492.191,0,678,66.337,60.64,NA,3.702,-135,-45,0,0
499,9,11,305.001,490.882,0,898,68.188,62.45,NA,1.851,-135,0,0,0
500,9,12,299.765,493.5,0,504,74.042,63.376,NA,5.854,153.435,-71.565,0,0
501,9,13,301.074,496.118,0,798,76.969,60.513,NA,2.927,63.435,-90,200,0
502,9,14,305.001,497.427,0,580,81.109,57.074,NA,4.139,18.435,-45,200,0
503,9,15,297.147,498.736,0,799,89.071,61.119,NA,7.962,170.538,152.103,200,0
504,9,16,294.529,492.191,0,826,96.12,67.728,NA,7.049,-111.801,77.661,200,0
505,9,17,294.529,485.646,0,357,102.665,72.789,NA,6.545,-90,21.801,200,0
506,9,18,297.147,483.028,0,684,106.368,73.352,NA,3.702,-45,45,200,0
507,9,19,306.31,477.791,0,725,116.922,73.176,NA,10.554,-29.745,15.255,200,0
508,9,20,315.473,481.719,0,589,126.891,65.881,NA,9.969,23.199,52.943,200,0
509,9,21,319.4,480.41,0,1004,131.03,65.829,NA,4.139,-18.435,-41.634,200,0
510,9,22,329.872,476.482,0,554,142.214,67.386,NA,11.184,-20.556,-2.121,200,0
511,9,23,341.654,476.482,0,598,153.996,66.811,NA,11.781,0,20.556,200,0
512,9,24,352.126,473.864,0,421,164.79,70.602,NA,10.794,-14.036,-14.036,200,0
513,9,25,362.598,477.791,0,517,175.974,69.563,NA,11.184,20.556,34.592,200,200
514,9,26,374.379,475.173,0,573,188.043,76.698,NA,12.069,-12.529,-33.085,200,200
515,9,27,380.924,477.791,0,782,195.092,77.708,NA,7.049,21.801,34.33,200,200
516,9,28,392.705,479.101,0,519,206.946,83.634,NA,11.854,6.34,-15.461,200,200
517,9,29,404.487,475.173,0,342,219.364,94.431,NA,12.418,-18.435,-24.775,200,200
518,9,30,414.959,475.173,0,553,229.836,101.969,NA,10.472,0,18.435,200,200
519,9,31,425.431,477.791,0,587,240.631,108.388,NA,10.794,14.036,14.036,200,200
520,9,32,431.976,475.173,0,293,247.68,115.201,NA,7.049,-21.801,-35.838,200,200
521,9,33,442.448,475.173,0,343,258.152,123.804,NA,10.472,0,21.801,200,200
522,9,34,452.92,472.555,0,466,268.947,134.039,NA,10.794,-14.036,-14.036,200,200
523,9,35,462.083,475.173,0,522,278.476,140.62,NA,9.53,15.945,29.982,200,200
524,9,36,473.864,473.864,0,482,290.33,151.632,NA,11.854,-6.34,-22.286,200,200
525,9,37,481.719,471.246,0,429,298.609,159.818,NA,8.279,-18.435,-12.095,200,0
526,9,38,490.882,471.246,0,322,307.772,168.05,NA,9.163,0,18.435,-200,0
527,9,39,497.427,472.555,0,825,314.447,173.449,NA,6.675,11.31,11.31,-200,0
528,9,40,506.59,471.246,0,324,323.703,182.367,NA,9.256,-8.13,-19.44,-200,0
529,9,41,507.899,473.864,0,447,326.63,182.56,NA,2.927,63.435,71.565,-200,0
530,9,42,505.281,467.319,0,301,333.679,182.762,NA,7.049,-111.801,-175.236,-200,0
531,9,43,493.5,466.01,0,459,345.533,172.696,NA,11.854,-173.66,-61.858,-200,0
532,9,44,481.719,466.01,0,521,357.314,162.244,NA,11.781,180,-6.34,-200,0
533,9,45,467.319,464.701,0,1196,371.773,150.417,NA,14.459,-174.806,5.194,-200,0
534,9,46,456.847,466.01,0,1372,382.326,140.87,NA,10.554,172.875,-12.319,-200,0
535,9,47,451.611,472.555,0,334,390.708,132.928,NA,8.382,128.66,-44.215,-200,0
536,9,48,441.139,472.555,0,424,401.18,124.184,NA,10.472,180,51.34,-200,0
537,9,49,426.74,473.864,0,720,415.639,111.827,NA,14.459,174.806,-5.194,-200,-200
538,9,50,420.195,471.246,0,417,422.688,108.491,NA,7.049,-158.199,26.996,-200,-200
539,9,51,408.414,468.628,0,781,434.757,101.885,NA,12.069,-167.471,-9.273,-200,-200
540,9,52,400.559,472.555,0,742,443.538,93.711,NA,8.781,153.435,-39.094,-200,-200
541,9,53,390.087,472.555,0,587,454.01,87.195,NA,10.472,180,26.565,-200,-200
542,9,54,380.924,473.864,0,886,463.266,81.043,NA,9.256,171.87,-8.13,-200,-200
543,9,55,373.07,476.482,0,559,471.545,74.935,NA,8.279,161.565,-10.305,-200,-200
544,9,56,367.834,479.101,0,916,477.399,70.31,NA,5.854,153.435,-8.13,-200,-200
545,9,57,361.289,476.482,0,641,484.449,70.371,NA,7.049,-158.199,48.366,-200,-200
546,9,58,356.053,475.173,0,389,489.846,70.164,NA,5.397,-165.964,-7.765,-200,-200
547,9,59,349.508,475.173,0,2405,496.391,68.87,NA,6.545,180,-14.036,-200,-200
548,9,60,342.963,475.173,0,1400,502.936,68.182,NA,6.545,180,0,-200,-200
549,9,61,329.872,475.173,0,1326,516.026,68.683,NA,13.09,180,0,-200,-200
550,10,1,661.054,595.603,0,333,0,0,NA,NA,NA,NA,0,0
551,10,2,646.655,591.676,0,547,14.925,14.925,NA,14.925,-164.745,NA,0,0
552,10,3,634.874,590.367,0,523,26.779,26.699,NA,11.854,-173.66,-8.915,0,0
553,10,4,621.783,590.367,0,400,39.869,39.618,NA,13.09,180,-6.34,0,0
554,10,5,613.929,585.131,0,548,49.308,48.274,NA,9.439,-146.31,33.69,0,0
555,10,6,602.148,581.204,0,383,61.727,60.64,NA,12.418,-161.565,-15.255,0,0
556,10,7,586.44,577.277,0,706,77.918,76.832,NA,16.192,-165.964,-4.399,0,0
557,10,8,578.586,579.895,0,667,86.197,83.951,NA,8.279,161.565,-32.471,0,0
558,10,9,562.878,581.204,0,454,101.96,99.227,NA,15.763,175.236,13.671,0,0
559,10,10,558.951,586.44,0,750,108.505,102.514,NA,6.545,126.87,-48.366,0,0
560,10,11,558.951,587.749,0,772,109.814,102.405,NA,1.309,90,-36.87,0,0
561,10,12,562.878,590.367,0,997,114.534,98.316,NA,4.72,33.69,-56.31,0,0
562,10,13,560.26,600.839,0,1130,125.328,100.93,NA,10.794,104.036,70.346,200,0
563,10,14,565.496,610.002,0,2211,135.882,96.637,NA,10.554,60.255,-43.781,200,0
564,10,15,565.496,610.002,0,517,135.882,96.637,NA,0,0,-60.255,200,0
565,10,16,568.114,599.53,0,531,146.676,93.023,NA,10.794,-75.964,-75.964,200,0
566,10,17,568.114,591.676,0,653,154.531,93.023,NA,7.854,-90,-14.036,200,0
567,10,18,575.968,581.204,0,658,167.621,86.296,NA,13.09,-53.13,36.87,200,0
568,10,19,591.676,575.968,0,339,184.179,72.103,NA,16.558,-18.435,34.695,200,0
569,10,20,606.075,575.968,0,356,198.578,58.38,NA,14.399,0,18.435,200,0
570,10,21,617.856,578.586,0,496,210.646,46.429,NA,12.069,12.529,12.529,200,0
571,10,22,627.02,585.131,0,729,221.907,35.609,NA,11.261,35.538,23.009,200,0
572,10,23,644.037,587.749,0,398,239.124,18.742,NA,17.217,8.746,-26.792,200,0
573,10,24,657.127,589.058,0,433,252.28,7.633,NA,13.155,5.711,-3.036,200,0
574,10,25,664.981,590.367,0,492,260.242,6.545,NA,7.962,9.462,3.752,200,200
575,10,26,680.689,589.058,0,359,276.005,20.697,NA,15.763,-4.764,-14.226,200,200
576,10,27,688.543,590.367,0,633,283.967,27.984,NA,7.962,9.462,14.226,200,200
577,10,28,701.634,590.367,0,684,297.058,40.916,NA,13.09,0,-9.462,200,200
578,10,29,716.033,589.058,0,486,311.516,55.367,NA,14.459,-5.194,-5.194,200,200
579,10,30,727.814,587.749,0,512,323.37,67.22,NA,11.854,-6.34,-1.146,200,200
580,10,31,738.286,587.749,0,498,333.842,77.63,NA,10.472,0,6.34,200,200
581,10,32,755.303,589.058,0,606,350.91,94.476,NA,17.068,4.399,4.399,200,200
582,10,33,769.702,589.058,0,476,365.309,108.845,NA,14.399,0,-4.399,200,200
583,10,34,785.411,590.367,0,1251,381.071,124.467,NA,15.763,4.764,4.764,200,200
584,10,35,793.265,591.676,0,590,389.034,132.269,NA,7.962,9.462,4.699,200,200
585,10,36,807.664,595.603,0,562,403.959,146.61,NA,14.925,15.255,5.793,200,200
586,10,37,818.136,595.603,0,409,414.431,157.082,NA,10.472,0,-15.255,200,0
587,10,38,833.844,590.367,0,594,430.989,172.87,NA,16.558,-18.435,-18.435,-200,0
588,10,39,841.698,587.749,0,438,439.268,180.815,NA,8.279,-18.435,0,-200,0
589,10,40,841.698,579.895,0,582,447.122,181.326,NA,7.854,-90,-71.565,-200,0
590,10,41,837.771,570.732,0,504,457.091,178.459,NA,9.969,-113.199,-23.199,-200,0
